TransactionID,Amount,Prediction,Timestamp
8042,913,0,2025-04-20 19:29:35
5925,934,0,2025-04-20 19:29:40
5352,386,1,2025-04-20 19:29:45
4034,681,1,2025-04-20 19:29:50
7985,566,0,2025-04-20 19:29:55
6923,82,1,2025-04-20 19:30:00
5518,42,1,2025-04-20 19:30:05
2758,147,0,2025-04-20 19:30:10
5054,442,1,2025-04-20 19:30:15
9788,315,0,2025-04-20 19:30:20
1768,763,1,2025-04-20 19:30:25
8147,895,0,2025-04-20 19:30:30
1477,541,1,2025-04-20 19:30:35
6793,369,1,2025-04-20 19:30:40
8014,977,0,2025-04-20 19:30:45
8145,468,1,2025-04-20 19:30:50
6630,31,1,2025-04-20 19:30:55
6125,542,1,2025-04-20 19:31:00
6094,631,0,2025-04-20 19:31:05
5830,969,0,2025-04-20 19:31:10
3838,118,1,2025-04-20 19:31:15
5366,568,0,2025-04-20 19:31:20
6759,908,1,2025-04-20 19:31:25
4527,520,1,2025-04-20 19:31:30
1972,813,1,2025-04-20 19:31:35
8630,353,1,2025-04-20 19:31:40
5837,342,0,2025-04-20 19:31:45
8217,375,0,2025-04-20 19:31:50
8865,35,0,2025-04-20 19:31:55
9715,373,1,2025-04-20 19:32:00
1209,233,0,2025-04-20 19:32:05
4728,643,1,2025-04-20 19:32:10
5854,535,1,2025-04-20 19:32:15
9344,483,1,2025-04-20 19:32:20
8637,933,0,2025-04-20 19:32:25
4232,82,1,2025-04-20 19:32:30
3183,239,0,2025-04-20 19:32:35
2517,370,1,2025-04-20 19:32:40
8816,156,1,2025-04-20 19:32:45
4795,216,1,2025-04-20 19:32:50
5672,733,1,2025-04-20 19:32:55
5682,759,1,2025-04-20 19:33:00
9579,744,1,2025-04-20 19:33:05
1405,239,1,2025-04-20 19:33:10
4156,870,0,2025-04-20 19:33:15
7416,238,1,2025-04-20 19:33:20
7818,127,0,2025-04-20 19:33:25
1487,204,1,2025-04-20 19:33:30
6859,426,0,2025-04-20 19:33:35
3254,308,0,2025-04-20 19:33:40
1796,515,0,2025-04-20 19:33:45
1465,355,1,2025-04-20 19:33:50
2879,776,1,2025-04-20 19:33:55
8069,989,1,2025-04-20 19:34:00
8650,778,1,2025-04-20 19:34:05
6800,139,0,2025-04-20 19:34:10
8786,848,0,2025-04-20 19:34:15
2137,31,1,2025-04-20 19:34:20
7026,61,1,2025-04-20 19:34:25
3603,804,1,2025-04-20 19:34:30
1734,28,0,2025-04-20 19:34:35
8625,898,1,2025-04-20 19:34:40
3856,753,1,2025-04-20 19:34:45
6475,155,0,2025-04-20 19:34:50
5571,110,0,2025-04-20 19:34:55
1878,782,1,2025-04-20 19:35:00
8260,669,1,2025-04-20 19:35:06
4814,442,0,2025-04-20 19:35:11
8158,878,1,2025-04-20 19:35:16
4805,690,0,2025-04-20 19:35:21
2734,23,0,2025-04-20 19:35:26
4504,355,1,2025-04-20 19:35:31
1066,383,1,2025-04-20 19:35:36
7540,532,1,2025-04-20 19:35:41
7654,733,0,2025-04-20 19:35:46
3738,686,0,2025-04-20 19:35:51
2331,340,0,2025-04-20 19:35:56
4059,432,0,2025-04-20 19:36:01
4916,489,0,2025-04-20 19:36:06
4241,193,1,2025-04-20 19:36:11
6020,169,1,2025-04-20 19:36:16
3438,305,0,2025-04-20 19:36:21
5512,592,1,2025-04-20 19:36:26
4251,897,0,2025-04-20 19:36:31
2531,729,1,2025-04-20 19:36:36
7948,654,0,2025-04-20 19:36:41
3096,747,0,2025-04-20 19:36:46
9280,242,1,2025-04-20 19:36:51
4423,430,0,2025-04-20 19:36:56
6442,149,1,2025-04-20 19:37:01
2818,903,0,2025-04-20 19:37:06
7279,915,0,2025-04-20 19:37:11
4260,164,1,2025-04-20 19:37:16
5177,98,1,2025-04-20 19:37:21
5483,642,1,2025-04-20 19:37:26
2119,138,1,2025-04-20 19:37:31
2010,132,0,2025-04-20 19:37:36
3017,243,0,2025-04-20 19:37:41
2485,279,0,2025-04-20 19:37:46
4951,520,0,2025-04-20 19:37:51
1122,239,0,2025-04-20 19:37:56
9809,751,1,2025-04-20 19:38:01
8236,88,0,2025-04-20 19:38:06
1796,979,0,2025-04-20 19:38:11
9607,488,0,2025-04-20 19:38:16
4311,102,1,2025-04-20 19:38:21
7555,953,1,2025-04-20 19:38:26
8848,313,1,2025-04-20 19:38:31
1457,851,1,2025-04-20 19:38:36
8750,442,1,2025-04-20 19:38:41
6455,818,0,2025-04-20 19:38:46
7997,794,1,2025-04-20 19:38:51
1131,776,1,2025-04-20 19:38:56
2328,652,0,2025-04-20 19:39:01
7836,604,1,2025-04-20 19:39:06
9863,338,0,2025-04-20 19:39:11
8005,60,0,2025-04-20 19:39:16
3546,20,0,2025-04-20 19:39:21
7408,492,0,2025-04-20 19:39:26
5363,958,1,2025-04-20 19:39:31
7876,614,1,2025-04-20 19:39:36
7437,635,0,2025-04-20 19:39:41
1347,209,0,2025-04-20 19:39:46
8217,225,1,2025-04-20 19:39:51
9266,34,0,2025-04-20 19:39:56
4732,756,1,2025-04-20 19:40:01
5301,765,0,2025-04-20 19:40:06
3428,236,1,2025-04-20 19:40:11
5722,128,0,2025-04-20 19:40:16
4560,392,1,2025-04-20 19:40:21
2250,392,1,2025-04-20 19:40:26
1974,652,0,2025-04-20 19:40:31
6977,381,1,2025-04-20 19:40:36
9436,270,1,2025-04-20 19:40:41
4111,839,1,2025-04-20 19:40:46
5019,207,1,2025-04-20 19:40:51
8305,711,0,2025-04-20 19:40:56
3366,91,1,2025-04-20 19:41:01
9130,944,1,2025-04-20 19:41:06
3372,492,1,2025-04-20 19:41:11
6512,822,0,2025-04-20 19:41:16
5591,602,1,2025-04-20 19:41:21
7585,597,1,2025-04-20 19:41:26
5884,835,0,2025-04-20 19:41:31
8785,445,1,2025-04-20 19:41:36
6895,136,1,2025-04-20 19:41:41
2744,865,1,2025-04-20 19:41:46
3491,294,0,2025-04-20 19:41:51
2874,601,0,2025-04-20 19:41:56
8840,242,1,2025-04-20 19:42:01
4480,205,1,2025-04-20 19:42:06
7744,870,0,2025-04-20 19:42:11
4702,868,1,2025-04-20 19:42:16
7098,810,1,2025-04-20 19:42:21
1083,488,0,2025-04-20 19:42:26
3335,571,0,2025-04-20 19:42:31
2900,632,0,2025-04-20 19:42:36
2512,936,0,2025-04-20 19:42:41
4589,945,0,2025-04-20 19:42:46
9367,827,0,2025-04-20 19:42:51
7021,196,0,2025-04-20 19:42:56
4465,676,1,2025-04-20 19:43:01
9835,183,0,2025-04-20 19:43:06
3264,572,0,2025-04-20 19:43:11
8973,649,0,2025-04-20 19:43:16
4431,694,1,2025-04-20 19:43:22
7667,387,0,2025-04-20 19:43:27
3336,812,0,2025-04-20 19:43:32
5778,964,0,2025-04-20 19:43:37
1937,35,0,2025-04-20 19:43:42
9971,694,0,2025-04-20 19:43:47
7072,115,0,2025-04-20 19:43:52
3794,500,0,2025-04-20 19:43:57
4990,746,1,2025-04-20 19:44:02
3114,341,1,2025-04-20 19:44:07
2614,446,0,2025-04-20 19:44:12
3107,200,1,2025-04-20 19:44:17
7667,962,0,2025-04-20 19:44:22
4118,824,0,2025-04-20 19:44:27
1579,519,0,2025-04-20 19:44:32
3474,205,0,2025-04-20 19:44:37
3154,30,0,2025-04-20 19:44:42
3386,326,1,2025-04-20 19:44:47
2323,488,1,2025-04-20 19:44:52
9555,837,1,2025-04-20 19:44:57
2977,16,1,2025-04-20 19:45:02
7671,316,0,2025-04-20 19:45:07
2187,142,0,2025-04-20 19:45:12
7333,372,1,2025-04-20 19:45:17
3507,537,1,2025-04-20 19:45:22
8492,536,1,2025-04-20 19:45:27
5906,414,0,2025-04-20 19:45:32
1272,425,1,2025-04-20 19:45:37
9793,852,0,2025-04-20 19:45:42
9972,73,0,2025-04-20 19:45:47
9399,111,0,2025-04-20 19:45:52
9816,274,0,2025-04-20 19:45:57
7813,279,0,2025-04-20 19:46:02
6505,142,0,2025-04-20 19:46:07
6325,152,1,2025-04-20 19:46:12
2090,910,1,2025-04-20 19:46:17
3313,544,1,2025-04-20 19:46:22
6173,764,0,2025-04-20 19:46:27
7510,246,0,2025-04-20 19:46:32
5652,422,1,2025-04-20 19:46:37
7960,946,0,2025-04-20 19:46:42
5611,743,1,2025-04-20 19:46:47
3843,283,0,2025-04-20 19:46:52
7188,351,0,2025-04-20 19:46:57
7541,573,0,2025-04-20 19:47:02
4109,709,1,2025-04-20 19:47:07
3875,190,0,2025-04-20 19:47:12
7486,567,1,2025-04-20 19:47:17
1495,37,0,2025-04-20 19:47:22
2553,747,0,2025-04-20 19:47:27
7802,837,0,2025-04-20 19:47:32
3174,293,1,2025-04-20 19:47:37
4974,852,0,2025-04-20 19:47:42
1092,795,0,2025-04-20 19:47:47
9183,535,0,2025-04-20 19:47:52
7552,881,0,2025-04-20 19:47:57
9214,551,1,2025-04-20 19:48:02
3573,372,1,2025-04-20 19:48:07
4724,83,1,2025-04-20 19:48:12
1125,938,1,2025-04-20 19:48:17
4639,312,1,2025-04-20 19:48:22
7190,127,0,2025-04-20 19:48:27
3678,548,0,2025-04-20 19:48:32
9409,836,0,2025-04-20 19:48:37
9201,530,0,2025-04-20 19:48:42
8029,1000,1,2025-04-20 19:48:47
7901,711,1,2025-04-20 19:48:52
7485,374,1,2025-04-20 19:48:57
8337,183,0,2025-04-20 19:49:02
5422,725,1,2025-04-20 19:49:07
4598,925,0,2025-04-20 19:49:12
