TransactionID,Amount,Prediction,Timestamp
8042,913,0,2025-04-20 19:29:35
5925,934,0,2025-04-20 19:29:40
5352,386,1,2025-04-20 19:29:45
4034,681,1,2025-04-20 19:29:50
7985,566,0,2025-04-20 19:29:55
6923,82,1,2025-04-20 19:30:00
5518,42,1,2025-04-20 19:30:05
2758,147,0,2025-04-20 19:30:10
5054,442,1,2025-04-20 19:30:15
9788,315,0,2025-04-20 19:30:20
1768,763,1,2025-04-20 19:30:25
8147,895,0,2025-04-20 19:30:30
1477,541,1,2025-04-20 19:30:35
6793,369,1,2025-04-20 19:30:40
8014,977,0,2025-04-20 19:30:45
8145,468,1,2025-04-20 19:30:50
6630,31,1,2025-04-20 19:30:55
6125,542,1,2025-04-20 19:31:00
6094,631,0,2025-04-20 19:31:05
5830,969,0,2025-04-20 19:31:10
3838,118,1,2025-04-20 19:31:15
5366,568,0,2025-04-20 19:31:20
6759,908,1,2025-04-20 19:31:25
4527,520,1,2025-04-20 19:31:30
1972,813,1,2025-04-20 19:31:35
8630,353,1,2025-04-20 19:31:40
5837,342,0,2025-04-20 19:31:45
8217,375,0,2025-04-20 19:31:50
8865,35,0,2025-04-20 19:31:55
9715,373,1,2025-04-20 19:32:00
1209,233,0,2025-04-20 19:32:05
4728,643,1,2025-04-20 19:32:10
5854,535,1,2025-04-20 19:32:15
9344,483,1,2025-04-20 19:32:20
8637,933,0,2025-04-20 19:32:25
4232,82,1,2025-04-20 19:32:30
3183,239,0,2025-04-20 19:32:35
2517,370,1,2025-04-20 19:32:40
8816,156,1,2025-04-20 19:32:45
4795,216,1,2025-04-20 19:32:50
5672,733,1,2025-04-20 19:32:55
5682,759,1,2025-04-20 19:33:00
9579,744,1,2025-04-20 19:33:05
1405,239,1,2025-04-20 19:33:10
4156,870,0,2025-04-20 19:33:15
7416,238,1,2025-04-20 19:33:20
7818,127,0,2025-04-20 19:33:25
1487,204,1,2025-04-20 19:33:30
6859,426,0,2025-04-20 19:33:35
3254,308,0,2025-04-20 19:33:40
1796,515,0,2025-04-20 19:33:45
1465,355,1,2025-04-20 19:33:50
2879,776,1,2025-04-20 19:33:55
8069,989,1,2025-04-20 19:34:00
8650,778,1,2025-04-20 19:34:05
6800,139,0,2025-04-20 19:34:10
8786,848,0,2025-04-20 19:34:15
2137,31,1,2025-04-20 19:34:20
7026,61,1,2025-04-20 19:34:25
3603,804,1,2025-04-20 19:34:30
1734,28,0,2025-04-20 19:34:35
8625,898,1,2025-04-20 19:34:40
3856,753,1,2025-04-20 19:34:45
6475,155,0,2025-04-20 19:34:50
5571,110,0,2025-04-20 19:34:55
1878,782,1,2025-04-20 19:35:00
8260,669,1,2025-04-20 19:35:06
4814,442,0,2025-04-20 19:35:11
8158,878,1,2025-04-20 19:35:16
4805,690,0,2025-04-20 19:35:21
2734,23,0,2025-04-20 19:35:26
4504,355,1,2025-04-20 19:35:31
1066,383,1,2025-04-20 19:35:36
7540,532,1,2025-04-20 19:35:41
7654,733,0,2025-04-20 19:35:46
3738,686,0,2025-04-20 19:35:51
2331,340,0,2025-04-20 19:35:56
4059,432,0,2025-04-20 19:36:01
4916,489,0,2025-04-20 19:36:06
4241,193,1,2025-04-20 19:36:11
6020,169,1,2025-04-20 19:36:16
3438,305,0,2025-04-20 19:36:21
5512,592,1,2025-04-20 19:36:26
4251,897,0,2025-04-20 19:36:31
2531,729,1,2025-04-20 19:36:36
7948,654,0,2025-04-20 19:36:41
3096,747,0,2025-04-20 19:36:46
9280,242,1,2025-04-20 19:36:51
4423,430,0,2025-04-20 19:36:56
6442,149,1,2025-04-20 19:37:01
2818,903,0,2025-04-20 19:37:06
7279,915,0,2025-04-20 19:37:11
4260,164,1,2025-04-20 19:37:16
5177,98,1,2025-04-20 19:37:21
5483,642,1,2025-04-20 19:37:26
2119,138,1,2025-04-20 19:37:31
2010,132,0,2025-04-20 19:37:36
3017,243,0,2025-04-20 19:37:41
2485,279,0,2025-04-20 19:37:46
4951,520,0,2025-04-20 19:37:51
1122,239,0,2025-04-20 19:37:56
9809,751,1,2025-04-20 19:38:01
8236,88,0,2025-04-20 19:38:06
1796,979,0,2025-04-20 19:38:11
9607,488,0,2025-04-20 19:38:16
4311,102,1,2025-04-20 19:38:21
7555,953,1,2025-04-20 19:38:26
8848,313,1,2025-04-20 19:38:31
1457,851,1,2025-04-20 19:38:36
8750,442,1,2025-04-20 19:38:41
6455,818,0,2025-04-20 19:38:46
7997,794,1,2025-04-20 19:38:51
1131,776,1,2025-04-20 19:38:56
2328,652,0,2025-04-20 19:39:01
7836,604,1,2025-04-20 19:39:06
9863,338,0,2025-04-20 19:39:11
8005,60,0,2025-04-20 19:39:16
3546,20,0,2025-04-20 19:39:21
7408,492,0,2025-04-20 19:39:26
5363,958,1,2025-04-20 19:39:31
7876,614,1,2025-04-20 19:39:36
7437,635,0,2025-04-20 19:39:41
1347,209,0,2025-04-20 19:39:46
8217,225,1,2025-04-20 19:39:51
9266,34,0,2025-04-20 19:39:56
4732,756,1,2025-04-20 19:40:01
5301,765,0,2025-04-20 19:40:06
3428,236,1,2025-04-20 19:40:11
5722,128,0,2025-04-20 19:40:16
4560,392,1,2025-04-20 19:40:21
2250,392,1,2025-04-20 19:40:26
1974,652,0,2025-04-20 19:40:31
6977,381,1,2025-04-20 19:40:36
9436,270,1,2025-04-20 19:40:41
4111,839,1,2025-04-20 19:40:46
5019,207,1,2025-04-20 19:40:51
8305,711,0,2025-04-20 19:40:56
3366,91,1,2025-04-20 19:41:01
9130,944,1,2025-04-20 19:41:06
3372,492,1,2025-04-20 19:41:11
6512,822,0,2025-04-20 19:41:16
5591,602,1,2025-04-20 19:41:21
7585,597,1,2025-04-20 19:41:26
5884,835,0,2025-04-20 19:41:31
8785,445,1,2025-04-20 19:41:36
6895,136,1,2025-04-20 19:41:41
2744,865,1,2025-04-20 19:41:46
3491,294,0,2025-04-20 19:41:51
2874,601,0,2025-04-20 19:41:56
8840,242,1,2025-04-20 19:42:01
4480,205,1,2025-04-20 19:42:06
7744,870,0,2025-04-20 19:42:11
4702,868,1,2025-04-20 19:42:16
7098,810,1,2025-04-20 19:42:21
1083,488,0,2025-04-20 19:42:26
3335,571,0,2025-04-20 19:42:31
2900,632,0,2025-04-20 19:42:36
2512,936,0,2025-04-20 19:42:41
4589,945,0,2025-04-20 19:42:46
9367,827,0,2025-04-20 19:42:51
7021,196,0,2025-04-20 19:42:56
4465,676,1,2025-04-20 19:43:01
9835,183,0,2025-04-20 19:43:06
3264,572,0,2025-04-20 19:43:11
8973,649,0,2025-04-20 19:43:16
4431,694,1,2025-04-20 19:43:22
7667,387,0,2025-04-20 19:43:27
3336,812,0,2025-04-20 19:43:32
5778,964,0,2025-04-20 19:43:37
1937,35,0,2025-04-20 19:43:42
9971,694,0,2025-04-20 19:43:47
7072,115,0,2025-04-20 19:43:52
3794,500,0,2025-04-20 19:43:57
4990,746,1,2025-04-20 19:44:02
3114,341,1,2025-04-20 19:44:07
2614,446,0,2025-04-20 19:44:12
3107,200,1,2025-04-20 19:44:17
7667,962,0,2025-04-20 19:44:22
4118,824,0,2025-04-20 19:44:27
1579,519,0,2025-04-20 19:44:32
3474,205,0,2025-04-20 19:44:37
3154,30,0,2025-04-20 19:44:42
3386,326,1,2025-04-20 19:44:47
2323,488,1,2025-04-20 19:44:52
9555,837,1,2025-04-20 19:44:57
2977,16,1,2025-04-20 19:45:02
7671,316,0,2025-04-20 19:45:07
2187,142,0,2025-04-20 19:45:12
7333,372,1,2025-04-20 19:45:17
3507,537,1,2025-04-20 19:45:22
8492,536,1,2025-04-20 19:45:27
5906,414,0,2025-04-20 19:45:32
1272,425,1,2025-04-20 19:45:37
9793,852,0,2025-04-20 19:45:42
9972,73,0,2025-04-20 19:45:47
9399,111,0,2025-04-20 19:45:52
9816,274,0,2025-04-20 19:45:57
7813,279,0,2025-04-20 19:46:02
6505,142,0,2025-04-20 19:46:07
6325,152,1,2025-04-20 19:46:12
2090,910,1,2025-04-20 19:46:17
3313,544,1,2025-04-20 19:46:22
6173,764,0,2025-04-20 19:46:27
7510,246,0,2025-04-20 19:46:32
5652,422,1,2025-04-20 19:46:37
7960,946,0,2025-04-20 19:46:42
5611,743,1,2025-04-20 19:46:47
3843,283,0,2025-04-20 19:46:52
7188,351,0,2025-04-20 19:46:57
7541,573,0,2025-04-20 19:47:02
4109,709,1,2025-04-20 19:47:07
3875,190,0,2025-04-20 19:47:12
7486,567,1,2025-04-20 19:47:17
1495,37,0,2025-04-20 19:47:22
2553,747,0,2025-04-20 19:47:27
7802,837,0,2025-04-20 19:47:32
3174,293,1,2025-04-20 19:47:37
4974,852,0,2025-04-20 19:47:42
1092,795,0,2025-04-20 19:47:47
9183,535,0,2025-04-20 19:47:52
7552,881,0,2025-04-20 19:47:57
9214,551,1,2025-04-20 19:48:02
3573,372,1,2025-04-20 19:48:07
4724,83,1,2025-04-20 19:48:12
1125,938,1,2025-04-20 19:48:17
4639,312,1,2025-04-20 19:48:22
7190,127,0,2025-04-20 19:48:27
3678,548,0,2025-04-20 19:48:32
9409,836,0,2025-04-20 19:48:37
9201,530,0,2025-04-20 19:48:42
8029,1000,1,2025-04-20 19:48:47
7901,711,1,2025-04-20 19:48:52
7485,374,1,2025-04-20 19:48:57
8337,183,0,2025-04-20 19:49:02
5422,725,1,2025-04-20 19:49:07
4598,925,0,2025-04-20 19:49:12
9979,893,0,2025-04-20 19:49:17
5280,709,1,2025-04-20 19:49:22
2014,701,1,2025-04-20 19:49:27
2640,662,1,2025-04-20 19:49:32
9666,78,0,2025-04-20 19:49:37
6729,159,0,2025-04-20 19:49:42
5901,567,1,2025-04-20 19:49:47
3912,160,1,2025-04-20 19:49:52
1053,824,0,2025-04-20 19:49:57
7400,581,1,2025-04-20 19:50:02
1751,793,1,2025-04-20 19:50:07
9594,979,0,2025-04-20 19:50:12
2799,869,1,2025-04-20 19:50:17
8001,836,0,2025-04-20 19:50:22
5936,314,1,2025-04-20 19:50:27
3735,500,1,2025-04-20 19:50:32
2292,988,0,2025-04-20 19:50:37
8914,581,1,2025-04-20 19:50:42
2993,480,1,2025-04-20 19:50:47
1052,489,0,2025-04-20 19:50:52
8910,434,1,2025-04-20 19:50:57
9916,414,1,2025-04-20 19:51:02
4823,359,0,2025-04-20 19:51:07
8822,691,1,2025-04-20 19:51:12
5741,66,0,2025-04-20 19:51:17
1639,222,0,2025-04-20 19:51:22
8519,171,0,2025-04-20 19:51:27
3404,886,1,2025-04-20 19:51:32
4845,325,0,2025-04-20 19:51:37
4844,413,0,2025-04-20 19:51:42
8295,68,1,2025-04-20 19:51:47
4119,193,1,2025-04-20 19:51:52
8995,761,0,2025-04-20 19:51:58
5159,35,0,2025-04-20 19:52:03
6936,997,1,2025-04-20 19:52:08
2573,545,0,2025-04-20 19:52:13
4105,713,0,2025-04-20 19:52:18
2314,38,1,2025-04-20 19:52:23
7419,966,0,2025-04-20 19:52:28
5119,45,0,2025-04-20 19:52:33
4187,666,1,2025-04-20 19:52:38
8719,576,0,2025-04-20 19:52:43
7852,950,1,2025-04-20 19:52:48
4754,536,0,2025-04-20 19:52:53
3382,688,1,2025-04-20 19:52:58
6224,557,1,2025-04-20 19:53:03
2514,879,1,2025-04-20 19:53:08
7828,452,1,2025-04-20 19:53:13
2921,710,0,2025-04-20 19:53:18
3949,181,0,2025-04-20 19:53:23
7947,664,1,2025-04-20 19:53:28
8082,482,1,2025-04-20 19:53:33
6622,270,0,2025-04-20 19:53:38
1207,644,0,2025-04-20 19:53:43
6533,78,0,2025-04-20 19:53:48
1502,840,1,2025-04-20 19:53:53
6027,364,0,2025-04-20 19:53:58
2982,640,0,2025-04-20 19:54:03
2615,466,1,2025-04-20 19:54:08
2860,293,1,2025-04-20 19:54:13
6269,965,0,2025-04-20 19:54:18
9574,293,0,2025-04-20 19:54:23
1983,585,1,2025-04-20 19:54:28
8160,578,0,2025-04-20 19:54:33
3924,300,0,2025-04-20 19:54:38
4664,686,0,2025-04-20 19:54:43
4596,628,1,2025-04-20 19:54:48
5638,605,0,2025-04-20 19:54:53
2579,993,0,2025-04-20 19:54:58
7583,293,1,2025-04-20 19:55:03
2491,714,0,2025-04-20 19:55:08
9308,133,1,2025-04-20 19:55:13
3861,561,0,2025-04-20 19:55:18
2368,104,0,2025-04-20 19:55:23
4042,565,0,2025-04-20 19:55:28
3288,858,0,2025-04-20 19:55:33
4693,35,0,2025-04-20 19:55:38
7278,975,0,2025-04-20 19:55:43
1049,617,0,2025-04-20 19:55:48
1717,945,1,2025-04-20 19:55:53
6543,843,0,2025-04-20 19:55:58
8195,946,0,2025-04-20 19:56:03
3652,853,1,2025-04-20 19:56:08
8549,72,1,2025-04-20 19:56:13
9871,40,0,2025-04-20 19:56:18
1351,511,0,2025-04-20 19:56:23
5776,489,0,2025-04-20 19:56:28
1975,185,0,2025-04-20 19:56:33
2440,844,0,2025-04-20 19:56:38
9509,106,0,2025-04-20 19:56:43
8268,256,0,2025-04-20 19:56:48
9277,809,1,2025-04-20 19:56:53
4858,230,1,2025-04-20 19:56:58
4618,24,1,2025-04-20 19:57:03
5090,411,0,2025-04-20 19:57:08
5927,908,1,2025-04-20 19:57:13
4706,942,1,2025-04-20 19:57:18
6392,808,1,2025-04-20 19:57:23
7926,301,1,2025-04-20 19:57:28
6468,776,1,2025-04-20 19:57:33
5339,733,0,2025-04-20 19:57:38
8283,352,1,2025-04-20 19:57:43
5480,357,1,2025-04-20 19:57:48
3516,960,1,2025-04-20 19:57:53
1148,920,1,2025-04-20 19:57:58
1645,888,0,2025-04-20 19:58:03
6433,722,1,2025-04-20 19:58:08
9160,713,1,2025-04-20 19:58:13
7980,472,0,2025-04-20 19:58:18
2571,609,1,2025-04-20 19:58:23
2768,134,1,2025-04-20 19:58:28
8791,210,0,2025-04-20 19:58:33
8166,347,1,2025-04-20 19:58:38
6950,798,1,2025-04-20 19:58:43
5680,276,0,2025-04-20 19:58:48
6299,625,1,2025-04-20 19:58:53
5416,542,0,2025-04-20 19:58:58
7520,43,1,2025-04-20 19:59:03
8659,748,1,2025-04-20 19:59:08
9744,67,1,2025-04-20 19:59:13
3059,422,1,2025-04-20 19:59:18
8459,482,1,2025-04-20 19:59:23
7042,839,0,2025-04-20 19:59:28
5002,773,1,2025-04-20 19:59:33
9237,550,0,2025-04-20 19:59:38
8737,945,0,2025-04-20 19:59:43
9953,374,0,2025-04-20 19:59:48
7750,772,0,2025-04-20 19:59:53
4840,42,1,2025-04-20 19:59:58
1820,99,0,2025-04-20 20:00:03
4595,745,0,2025-04-20 20:00:08
2416,302,1,2025-04-20 20:00:13
8791,234,1,2025-04-20 20:00:18
4757,179,1,2025-04-20 20:00:23
8933,951,0,2025-04-20 20:00:28
5142,279,1,2025-04-20 20:00:33
3071,325,1,2025-04-20 20:00:39
5639,936,1,2025-04-20 20:00:44
4295,202,0,2025-04-20 20:00:49
1014,514,0,2025-04-20 20:00:54
5921,335,0,2025-04-20 20:00:59
5333,161,1,2025-04-20 20:01:04
4564,180,1,2025-04-20 20:01:09
5872,51,1,2025-04-20 20:01:14
9948,735,0,2025-04-20 20:01:19
4841,203,1,2025-04-20 20:01:24
5255,984,1,2025-04-20 20:01:29
6602,691,1,2025-04-20 20:01:34
8710,164,1,2025-04-20 20:01:39
3604,595,0,2025-04-20 20:01:44
2089,256,1,2025-04-20 20:01:49
7751,719,1,2025-04-20 20:01:54
1934,11,1,2025-04-20 20:01:59
8378,836,1,2025-04-20 20:02:04
1217,695,1,2025-04-20 20:02:09
8609,236,0,2025-04-20 20:02:14
3473,237,1,2025-04-20 20:02:19
8686,968,1,2025-04-20 20:02:24
3838,144,1,2025-04-20 20:02:29
3674,28,1,2025-04-20 20:02:34
5453,112,0,2025-04-20 20:02:39
4362,786,1,2025-04-20 20:02:44
4065,684,0,2025-04-20 20:02:49
5007,133,1,2025-04-20 20:02:54
7434,307,1,2025-04-20 20:02:59
9775,433,0,2025-04-20 20:03:04
7941,651,0,2025-04-20 20:03:09
6944,95,0,2025-04-20 20:03:14
2695,894,1,2025-04-20 20:03:19
8079,154,1,2025-04-20 20:03:24
9056,48,0,2025-04-20 20:03:29
4063,273,1,2025-04-20 20:03:34
7349,764,1,2025-04-20 20:03:39
5321,415,0,2025-04-20 20:03:44
7686,635,0,2025-04-20 20:03:49
5335,749,1,2025-04-20 20:03:54
9515,441,0,2025-04-20 20:03:59
6908,18,0,2025-04-20 20:04:04
3483,936,0,2025-04-20 20:04:09
4372,917,1,2025-04-20 20:04:14
9079,357,1,2025-04-20 20:04:19
3297,572,0,2025-04-20 20:04:24
7454,356,0,2025-04-20 20:04:29
2288,519,1,2025-04-20 20:04:34
6962,256,0,2025-04-20 20:04:39
7914,253,1,2025-04-20 20:04:44
9613,907,1,2025-04-20 20:04:49
8240,762,1,2025-04-20 20:04:54
7532,779,0,2025-04-20 20:04:59
7435,495,1,2025-04-20 20:05:04
7495,120,0,2025-04-20 20:05:09
7958,913,0,2025-04-20 20:05:14
2711,60,0,2025-04-20 20:05:19
9401,341,0,2025-04-20 20:05:24
2655,634,1,2025-04-20 20:05:29
9547,637,0,2025-04-20 20:05:34
4227,813,0,2025-04-20 20:05:39
2170,679,0,2025-04-20 20:05:44
8572,866,1,2025-04-20 20:05:49
4631,274,0,2025-04-20 20:05:54
1586,860,0,2025-04-20 20:05:59
3578,568,0,2025-04-20 20:06:04
3891,446,0,2025-04-20 20:06:09
2698,618,0,2025-04-20 20:06:14
5363,183,1,2025-04-20 20:06:19
7334,91,1,2025-04-20 20:06:24
3978,767,1,2025-04-20 20:06:29
8683,344,0,2025-04-20 20:06:34
7864,359,0,2025-04-20 20:06:39
1326,125,0,2025-04-20 20:06:44
7550,583,1,2025-04-20 20:06:49
8926,921,0,2025-04-20 20:06:54
7673,316,1,2025-04-20 20:06:59
4576,646,0,2025-04-20 20:07:04
7605,519,0,2025-04-20 20:07:09
8433,458,0,2025-04-20 20:07:14
6182,575,1,2025-04-20 20:07:19
2387,296,1,2025-04-20 20:07:24
9906,203,0,2025-04-20 20:07:29
7848,909,1,2025-04-20 20:07:34
3016,96,1,2025-04-20 20:07:39
8915,645,1,2025-04-20 20:07:44
5468,455,1,2025-04-20 20:07:49
6805,441,0,2025-04-20 20:07:54
8759,180,1,2025-04-20 20:07:59
9689,874,0,2025-04-20 20:08:04
9709,542,0,2025-04-20 20:08:09
6005,377,1,2025-04-20 20:08:14
7882,115,0,2025-04-20 20:08:19
1285,706,1,2025-04-20 20:08:24
1955,491,1,2025-04-20 20:08:29
2468,720,0,2025-04-20 20:08:34
4934,197,1,2025-04-20 20:08:39
1534,748,0,2025-04-20 20:08:44
3771,232,0,2025-04-20 20:08:49
2520,942,0,2025-04-20 20:08:54
5029,136,0,2025-04-20 20:08:59
6164,12,1,2025-04-20 20:09:04
3792,915,0,2025-04-20 20:09:09
6482,162,0,2025-04-20 20:09:14
9241,840,1,2025-04-20 20:09:20
2469,171,0,2025-04-20 20:09:25
8432,50,1,2025-04-20 20:09:30
1650,725,0,2025-04-20 20:09:35
1316,683,1,2025-04-20 20:09:40
5017,149,1,2025-04-20 20:09:45
8074,465,0,2025-04-20 20:09:50
9854,150,1,2025-04-20 20:09:55
5016,795,0,2025-04-20 20:10:00
6210,858,1,2025-04-20 20:10:05
7405,873,0,2025-04-20 20:10:10
3044,81,0,2025-04-20 20:10:15
8599,789,1,2025-04-20 20:10:20
6368,268,0,2025-04-20 20:10:25
4541,799,0,2025-04-20 20:10:30
1467,402,0,2025-04-20 20:10:35
1633,230,1,2025-04-20 20:10:40
8652,299,0,2025-04-20 20:10:45
4339,377,0,2025-04-20 20:10:50
4927,954,0,2025-04-20 20:10:55
7818,974,1,2025-04-20 20:11:00
7755,464,0,2025-04-20 20:11:05
1260,74,0,2025-04-20 20:11:10
7896,361,0,2025-04-20 20:11:15
6815,282,0,2025-04-20 20:11:20
6488,440,0,2025-04-20 20:11:25
6317,640,0,2025-04-20 20:11:30
6434,474,1,2025-04-20 20:11:35
7342,38,1,2025-04-20 20:11:40
4292,770,1,2025-04-20 20:11:45
1051,770,1,2025-04-20 20:11:50
2220,217,0,2025-04-20 20:11:55
8904,890,0,2025-04-20 20:12:00
4094,368,1,2025-04-20 20:12:05
8316,658,1,2025-04-20 20:12:10
7783,408,1,2025-04-20 20:12:15
7333,837,1,2025-04-20 20:12:20
5916,693,1,2025-04-20 20:12:25
1606,389,0,2025-04-20 20:12:30
8951,207,0,2025-04-20 20:12:35
3572,271,1,2025-04-20 20:12:40
4809,82,0,2025-04-20 20:12:45
1603,852,1,2025-04-20 20:12:50
4684,877,0,2025-04-20 20:12:55
6064,775,0,2025-04-20 20:13:00
6626,365,1,2025-04-20 20:13:05
1594,159,0,2025-04-20 20:13:10
3676,878,0,2025-04-20 20:13:15
9862,486,0,2025-04-20 20:13:20
1626,691,1,2025-04-20 20:13:25
3069,718,0,2025-04-20 20:13:30
5549,361,0,2025-04-20 20:13:35
5007,835,0,2025-04-20 20:13:40
6580,571,1,2025-04-20 20:13:45
6091,759,0,2025-04-20 20:13:50
6482,681,1,2025-04-20 20:13:55
2337,226,1,2025-04-20 20:14:00
3939,420,1,2025-04-20 20:14:05
4587,234,0,2025-04-20 20:14:10
8062,53,0,2025-04-20 20:14:15
7191,330,1,2025-04-20 20:14:20
6169,999,0,2025-04-20 20:14:25
9965,270,1,2025-04-20 20:14:30
6818,135,0,2025-04-20 20:14:35
8566,218,1,2025-04-20 20:14:40
8710,98,0,2025-04-20 20:14:45
5651,291,1,2025-04-20 20:14:50
1233,349,0,2025-04-20 20:14:55
9109,243,1,2025-04-20 20:15:00
8613,251,1,2025-04-20 20:15:05
5388,167,0,2025-04-20 20:15:10
2550,234,1,2025-04-20 20:15:15
9678,623,0,2025-04-20 20:15:20
2015,518,1,2025-04-20 20:15:25
7627,745,1,2025-04-20 20:15:30
4765,606,0,2025-04-20 20:15:35
7207,99,1,2025-04-20 20:15:40
9139,597,1,2025-04-20 20:15:45
1411,77,1,2025-04-20 20:15:50
1363,555,0,2025-04-20 20:15:55
4397,998,0,2025-04-20 20:16:00
5742,140,1,2025-04-20 20:16:05
6908,425,0,2025-04-20 20:16:10
7484,867,0,2025-04-20 20:16:15
8191,597,0,2025-04-20 20:16:20
5389,196,0,2025-04-20 20:16:25
5524,388,1,2025-04-20 20:16:30
8155,408,0,2025-04-20 20:16:35
5229,892,0,2025-04-20 20:16:40
5508,247,0,2025-04-20 20:16:45
5606,639,0,2025-04-20 20:16:50
1772,457,0,2025-04-20 20:16:55
8902,160,1,2025-04-20 20:17:00
6274,800,0,2025-04-20 20:17:05
5257,529,0,2025-04-20 20:17:10
6383,162,0,2025-04-20 20:17:15
3703,668,1,2025-04-20 20:17:21
7757,228,0,2025-04-20 20:17:26
7138,429,0,2025-04-20 20:17:31
7726,862,0,2025-04-20 20:17:36
6138,546,1,2025-04-20 20:17:41
1364,923,0,2025-04-20 20:17:46
8656,250,1,2025-04-20 20:17:51
1937,246,0,2025-04-20 20:17:56
7209,629,1,2025-04-20 20:18:01
6713,91,0,2025-04-20 20:18:06
1389,429,0,2025-04-20 20:18:11
7142,347,1,2025-04-20 20:18:16
1118,544,0,2025-04-20 20:18:21
8548,255,1,2025-04-20 20:18:26
6205,227,0,2025-04-20 20:18:31
7660,847,1,2025-04-20 20:18:36
5537,560,1,2025-04-20 20:18:41
4251,513,0,2025-04-20 20:18:46
4599,377,1,2025-04-20 20:18:51
3136,744,0,2025-04-20 20:18:56
1685,67,1,2025-04-20 20:19:01
9592,726,1,2025-04-20 20:19:06
3093,739,0,2025-04-20 20:19:11
5991,171,1,2025-04-20 20:19:16
8919,868,0,2025-04-20 20:19:21
