TransactionID,Amount,Prediction,Timestamp
8042,913,0,2025-04-20 19:29:35
5925,934,0,2025-04-20 19:29:40
5352,386,1,2025-04-20 19:29:45
4034,681,1,2025-04-20 19:29:50
7985,566,0,2025-04-20 19:29:55
6923,82,1,2025-04-20 19:30:00
5518,42,1,2025-04-20 19:30:05
2758,147,0,2025-04-20 19:30:10
5054,442,1,2025-04-20 19:30:15
9788,315,0,2025-04-20 19:30:20
1768,763,1,2025-04-20 19:30:25
8147,895,0,2025-04-20 19:30:30
1477,541,1,2025-04-20 19:30:35
6793,369,1,2025-04-20 19:30:40
8014,977,0,2025-04-20 19:30:45
8145,468,1,2025-04-20 19:30:50
6630,31,1,2025-04-20 19:30:55
6125,542,1,2025-04-20 19:31:00
6094,631,0,2025-04-20 19:31:05
5830,969,0,2025-04-20 19:31:10
3838,118,1,2025-04-20 19:31:15
5366,568,0,2025-04-20 19:31:20
6759,908,1,2025-04-20 19:31:25
4527,520,1,2025-04-20 19:31:30
1972,813,1,2025-04-20 19:31:35
8630,353,1,2025-04-20 19:31:40
5837,342,0,2025-04-20 19:31:45
8217,375,0,2025-04-20 19:31:50
8865,35,0,2025-04-20 19:31:55
9715,373,1,2025-04-20 19:32:00
1209,233,0,2025-04-20 19:32:05
4728,643,1,2025-04-20 19:32:10
5854,535,1,2025-04-20 19:32:15
9344,483,1,2025-04-20 19:32:20
8637,933,0,2025-04-20 19:32:25
4232,82,1,2025-04-20 19:32:30
3183,239,0,2025-04-20 19:32:35
2517,370,1,2025-04-20 19:32:40
8816,156,1,2025-04-20 19:32:45
4795,216,1,2025-04-20 19:32:50
5672,733,1,2025-04-20 19:32:55
5682,759,1,2025-04-20 19:33:00
9579,744,1,2025-04-20 19:33:05
1405,239,1,2025-04-20 19:33:10
4156,870,0,2025-04-20 19:33:15
7416,238,1,2025-04-20 19:33:20
7818,127,0,2025-04-20 19:33:25
1487,204,1,2025-04-20 19:33:30
6859,426,0,2025-04-20 19:33:35
3254,308,0,2025-04-20 19:33:40
1796,515,0,2025-04-20 19:33:45
1465,355,1,2025-04-20 19:33:50
2879,776,1,2025-04-20 19:33:55
8069,989,1,2025-04-20 19:34:00
8650,778,1,2025-04-20 19:34:05
6800,139,0,2025-04-20 19:34:10
8786,848,0,2025-04-20 19:34:15
2137,31,1,2025-04-20 19:34:20
7026,61,1,2025-04-20 19:34:25
3603,804,1,2025-04-20 19:34:30
1734,28,0,2025-04-20 19:34:35
8625,898,1,2025-04-20 19:34:40
3856,753,1,2025-04-20 19:34:45
6475,155,0,2025-04-20 19:34:50
5571,110,0,2025-04-20 19:34:55
1878,782,1,2025-04-20 19:35:00
8260,669,1,2025-04-20 19:35:06
4814,442,0,2025-04-20 19:35:11
8158,878,1,2025-04-20 19:35:16
4805,690,0,2025-04-20 19:35:21
2734,23,0,2025-04-20 19:35:26
4504,355,1,2025-04-20 19:35:31
1066,383,1,2025-04-20 19:35:36
7540,532,1,2025-04-20 19:35:41
7654,733,0,2025-04-20 19:35:46
